capture_id,planter_id,captured_at,lat,lon,species,country_name,verification_status,survived
cap_1332,418,2024-10-19 03:02:00,20.593793,79.002607,Neem,India,verified,1
cap_1333,219,2024-04-12 04:28:00,17.210578,-88.54707,Acacia,Belize,verified,1
cap_1334,303,2024-11-04 13:14:00,-1.331972,36.80156,Avocado,Kenya,verified,0
cap_1335,225,2023-04-05 02:21:00,1.435154,32.244781,Mahogany,Uganda,verified,1
cap_1336,462,2024-04-09 20:31:00,-1.320477,36.828234,Cashew,Kenya,verified,1
cap_1337,288,2023-06-29 18:40:00,20.641512,78.940998,Avocado,India,verified,0
cap_1338,273,2023-04-26 08:54:00,8.406358,-13.275798,Mango,Sierra Leone,verified,0
cap_1339,407,2023-12-08 08:14:00,-1.226807,36.769502,Acacia,Kenya,verified,1
cap_1340,163,2024-08-15 15:40:00,20.543554,78.934794,Moringa,India,verified,1
cap_1341,15,2023-08-29 17:21:00,1.324329,32.289113,Cashew,Uganda,verified,1
cap_1342,416,2023-07-03 23:18:00,12.836449,121.8675,Acacia,Philippines,verified,1
cap_1343,492,2024-06-02 16:25:00,8.503422,-13.133609,Neem,Sierra Leone,verified,1
cap_1344,183,2024-08-12 15:55:00,-1.306592,36.866994,Mango,Kenya,verified,1
cap_1345,281,2023-10-22 00:52:00,3.846529,11.560662,Mahogany,Cameroon,verified,0
cap_1346,216,2024-06-30 23:44:00,-1.308869,36.887243,Rhizophora mucronata (Red Mangrove),Kenya,unverified,1
cap_1347,308,2024-08-17 09:19:00,8.483155,-13.208087,Mahogany,Sierra Leone,unverified,1
cap_1348,383,2024-07-29 17:11:00,8.413921,-13.145743,Mahogany,Sierra Leone,verified,0
cap_1349,256,2023-07-17 18:37:00,12.882088,121.712801,Avocado,Philippines,unverified,1
cap_1350,15,2023-04-14 10:26:00,1.349254,32.365098,Cashew,Uganda,verified,0
cap_1351,364,2023-02-08 13:38:00,20.613077,78.945273,Avocado,India,unverified,0
cap_1352,95,2024-01-03 01:04:00,8.395546,-13.245917,Acacia,Sierra Leone,verified,1
cap_1353,500,2024-06-18 10:26:00,20.637659,78.999454,Mango,India,verified,0
cap_1354,99,2023-04-22 07:32:00,-1.266054,36.800345,Acacia,Kenya,verified,1
cap_1355,139,2023-09-10 09:20:00,8.526271,-13.188046,Mahogany,Sierra Leone,verified,0
cap_1356,263,2024-04-15 19:40:00,20.633242,78.96749,Mahogany,India,verified,1
cap_1357,340,2024-06-18 01:45:00,12.835928,121.774515,Moringa,Philippines,verified,1
cap_1358,477,2023-09-08 15:45:00,12.970515,121.789963,Neem,Philippines,verified,1
cap_1359,276,2023-06-24 02:02:00,3.746382,11.507702,Moringa,Cameroon,unverified,1
cap_1360,301,2024-09-23 01:04:00,12.86804,121.737459,Rhizophora mucronata (Red Mangrove),Philippines,verified,1
cap_1361,428,2023-04-17 10:58:00,20.592374,78.871013,Mahogany,India,verified,0
cap_1362,265,2023-01-13 22:00:00,20.612018,78.933952,Cashew,India,unverified,1
cap_1363,85,2024-01-21 12:38:00,3.883021,11.492632,Cashew,Cameroon,unverified,1
cap_1364,238,2023-02-14 22:24:00,-1.232325,36.878129,Moringa,Kenya,unverified,0
cap_1365,355,2024-08-28 20:43:00,1.362235,32.265206,Moringa,Uganda,verified,1
cap_1366,453,2023-01-28 13:13:00,17.188661,-88.409165,Moringa,Belize,verified,1
cap_1367,234,2023-08-28 16:57:00,1.43363,32.31197,Mango,Uganda,verified,1
cap_1368,337,2023-08-05 22:31:00,3.889892,11.559362,Neem,Cameroon,verified,1
cap_1369,244,2023-09-24 23:58:00,17.139292,-88.483051,Mahogany,Belize,unverified,0
cap_1370,268,2023-09-04 17:39:00,8.513805,-13.254476,Rhizophora mucronata (Red Mangrove),Sierra Leone,verified,0
cap_1371,406,2024-10-12 13:11:00,17.232167,-88.544029,Avocado,Belize,verified,1
cap_1372,454,2023-10-24 05:37:00,8.470578,-13.25093,Moringa,Sierra Leone,verified,1
cap_1373,13,2023-04-18 21:08:00,20.595014,78.949302,Avocado,India,unverified,0
cap_1374,333,2024-08-12 05:35:00,1.289141,32.307316,Rhizophora mucronata (Red Mangrove),Uganda,verified,1
cap_1375,444,2024-02-20 23:20:00,20.56529,78.885901,Avocado,India,verified,1
cap_1376,146,2024-02-12 04:45:00,3.881384,11.583232,Mango,Cameroon,verified,0
cap_1377,108,2023-05-14 09:47:00,12.845569,121.809449,Acacia,Philippines,verified,0
cap_1378,286,2024-08-28 09:28:00,1.379105,32.238202,Mango,Uganda,unverified,0
cap_1379,497,2023-12-12 01:11:00,3.824551,11.360246,Mahogany,Cameroon,verified,1
cap_1380,368,2024-01-14 16:13:00,20.677293,78.996134,Cashew,India,verified,1
cap_1381,25,2024-04-22 15:25:00,3.809591,11.487558,Cashew,Cameroon,verified,1
cap_1382,291,2024-04-06 10:11:00,-1.23194,36.798172,Mahogany,Kenya,unverified,1
cap_1383,405,2024-11-11 14:54:00,1.407852,32.277369,Avocado,Uganda,verified,1
cap_1384,299,2023-06-06 18:58:00,-1.356401,36.818658,Acacia,Kenya,verified,1
cap_1385,291,2024-11-13 00:14:00,-1.340635,36.862857,Moringa,Kenya,unverified,0
cap_1386,341,2024-08-06 16:51:00,20.694885,78.989865,Mango,India,verified,1
cap_1387,169,2023-08-12 08:23:00,-1.36141,36.72683,Rhizophora mucronata (Red Mangrove),Kenya,unverified,1
cap_1388,185,2023-12-17 00:22:00,1.350078,32.267668,Acacia,Uganda,verified,1
cap_1389,466,2024-06-15 10:20:00,12.891887,121.759473,Rhizophora mucronata (Red Mangrove),Philippines,verified,0
cap_1390,280,2024-06-23 19:37:00,17.201917,-88.567833,Avocado,Belize,verified,1
cap_1391,91,2023-08-16 20:25:00,12.792555,121.784091,Mahogany,Philippines,verified,1
cap_1392,254,2023-02-12 14:30:00,3.826298,11.545746,Mango,Cameroon,verified,1
cap_1393,68,2023-06-11 20:37:00,8.438368,-13.120713,Mahogany,Sierra Leone,verified,1
cap_1394,443,2024-09-25 20:53:00,3.694167,11.5026,Moringa,Cameroon,unverified,0
cap_1395,354,2024-04-17 07:09:00,12.856256,121.735019,Rhizophora mucronata (Red Mangrove),Philippines,verified,0
cap_1396,342,2023-11-29 13:41:00,12.871306,121.83693,Neem,Philippines,verified,1
cap_1397,493,2023-05-22 18:16:00,17.225817,-88.330094,Cashew,Belize,unverified,0
cap_1398,54,2024-11-03 14:23:00,17.206668,-88.49261,Avocado,Belize,verified,1
cap_1399,462,2024-11-26 03:04:00,-1.233916,36.831455,Moringa,Kenya,verified,1
cap_1400,310,2023-06-05 13:06:00,17.102425,-88.527534,Moringa,Belize,unverified,1
cap_1401,249,2024-10-30 01:08:00,3.891824,11.446614,Mahogany,Cameroon,verified,0
cap_1402,376,2023-10-25 00:50:00,17.116167,-88.44711,Acacia,Belize,unverified,1
cap_1403,144,2024-05-20 04:15:00,1.385551,32.239775,Mango,Uganda,verified,1
cap_1404,488,2024-07-22 23:50:00,-1.22407,36.843071,Avocado,Kenya,unverified,1
cap_1405,216,2023-03-04 03:03:00,-1.259045,36.837777,Avocado,Kenya,verified,1
cap_1406,26,2023-06-16 20:48:00,20.61585,78.916648,Rhizophora mucronata (Red Mangrove),India,verified,1
cap_1407,9,2023-01-28 13:27:00,3.933338,11.515361,Avocado,Cameroon,verified,1
cap_1408,38,2023-07-09 00:11:00,1.380782,32.299656,Moringa,Uganda,unverified,0
cap_1409,213,2023-12-26 15:13:00,20.594442,78.932559,Acacia,India,verified,1
cap_1410,230,2024-05-13 19:29:00,1.278041,32.250821,Rhizophora mucronata (Red Mangrove),Uganda,verified,1
cap_1411,316,2024-09-16 07:47:00,8.472104,-13.272549,Rhizophora mucronata (Red Mangrove),Sierra Leone,unverified,1
cap_1412,259,2023-12-05 13:42:00,20.64851,79.035451,Avocado,India,verified,0
cap_1413,403,2024-02-27 22:59:00,1.460382,32.372071,Acacia,Uganda,verified,1
cap_1414,430,2024-11-20 19:31:00,8.438557,-13.189614,Cashew,Sierra Leone,unverified,1
cap_1415,186,2023-02-10 15:04:00,12.881691,121.805249,Acacia,Philippines,unverified,0
cap_1416,79,2024-06-27 07:53:00,8.380953,-13.275007,Mahogany,Sierra Leone,verified,0
cap_1417,98,2024-07-08 00:45:00,8.496179,-13.242988,Acacia,Sierra Leone,verified,0
cap_1418,84,2024-06-03 14:57:00,1.347674,32.231716,Rhizophora mucronata (Red Mangrove),Uganda,verified,1
cap_1419,293,2024-07-03 14:26:00,3.823669,11.488955,Acacia,Cameroon,unverified,1
cap_1420,478,2024-02-23 11:37:00,-1.260806,36.884205,Rhizophora mucronata (Red Mangrove),Kenya,verified,0
cap_1421,13,2023-09-15 09:29:00,20.611856,79.051648,Acacia,India,verified,0
cap_1422,490,2023-11-29 09:21:00,3.88083,11.444264,Avocado,Cameroon,unverified,0
cap_1423,43,2024-07-12 04:29:00,-1.246123,36.837583,Cashew,Kenya,verified,1
cap_1424,431,2024-09-04 00:36:00,12.850528,121.790624,Moringa,Philippines,unverified,1
cap_1425,185,2023-07-15 01:17:00,1.360786,32.279708,Avocado,Uganda,verified,0
cap_1426,472,2024-07-29 12:01:00,17.239644,-88.47745,Cashew,Belize,verified,1
cap_1427,256,2023-09-15 04:03:00,12.797882,121.730189,Acacia,Philippines,verified,1
cap_1428,182,2023-02-16 17:46:00,8.500567,-13.188741,Rhizophora mucronata (Red Mangrove),Sierra Leone,verified,0
cap_1429,1,2023-01-28 13:09:00,17.223818,-88.501884,Rhizophora mucronata (Red Mangrove),Belize,verified,1
cap_1430,345,2023-12-23 18:54:00,3.861693,11.55825,Acacia,Cameroon,verified,1
cap_1431,207,2023-12-12 23:21:00,17.074718,-88.41695,Mango,Belize,verified,1
cap_1432,206,2024-08-05 20:25:00,20.695962,78.893754,Cashew,India,verified,0
cap_1433,86,2024-08-18 03:18:00,8.42803,-13.260842,Moringa,Sierra Leone,verified,0
cap_1434,92,2023-10-23 10:46:00,12.894364,121.817186,Mahogany,Philippines,verified,1
cap_1435,59,2024-04-09 05:41:00,1.322986,32.270622,Mango,Uganda,verified,0
cap_1436,113,2023-12-13 22:07:00,-1.313333,36.862261,Avocado,Kenya,unverified,1
cap_1437,312,2024-02-16 14:37:00,1.368794,32.31553,Rhizophora mucronata (Red Mangrove),Uganda,verified,0
cap_1438,36,2023-02-17 18:05:00,12.818561,121.759537,Neem,Philippines,unverified,1
cap_1439,366,2024-05-02 07:10:00,1.47206,32.313963,Avocado,Uganda,verified,1
cap_1440,230,2023-03-23 14:05:00,1.334163,32.227185,Mango,Uganda,verified,1
cap_1441,189,2024-07-05 03:12:00,17.177974,-88.487369,Avocado,Belize,unverified,1
cap_1442,71,2024-02-11 23:13:00,3.89943,11.480943,Rhizophora mucronata (Red Mangrove),Cameroon,unverified,1
cap_1443,269,2024-06-12 00:12:00,3.846216,11.576878,Mahogany,Cameroon,verified,1
cap_1444,353,2023-04-14 05:38:00,20.597626,78.882423,Mahogany,India,unverified,0
cap_1445,359,2023-02-11 03:21:00,1.373116,32.224597,Mango,Uganda,verified,1
cap_1446,464,2024-03-12 08:50:00,1.390855,32.240768,Neem,Uganda,verified,1
cap_1447,430,2023-04-14 03:11:00,8.454342,-13.257764,Neem,Sierra Leone,verified,0
cap_1448,380,2024-01-12 02:33:00,3.909815,11.589338,Mango,Cameroon,verified,1
cap_1449,249,2023-07-23 10:10:00,3.928143,11.498772,Mahogany,Cameroon,verified,0
cap_1450,271,2023-10-27 07:05:00,1.42241,32.248091,Mahogany,Uganda,unverified,0
cap_1451,64,2024-02-13 07:49:00,1.27034,32.280035,Mango,Uganda,verified,1
cap_1452,73,2024-07-26 09:35:00,20.647451,78.928822,Neem,India,verified,1
cap_1453,129,2023-11-14 20:05:00,20.565252,78.9092,Avocado,India,verified,1
cap_1454,261,2023-03-11 19:43:00,8.446513,-13.266536,Cashew,Sierra Leone,unverified,0
cap_1455,495,2024-02-26 13:54:00,8.415902,-13.302136,Mango,Sierra Leone,verified,1
cap_1456,395,2024-03-14 11:54:00,20.566278,78.975991,Cashew,India,unverified,1
cap_1457,237,2024-09-09 08:35:00,1.418181,32.33823,Mango,Uganda,verified,0
cap_1458,20,2024-06-20 19:52:00,3.869514,11.463294,Moringa,Cameroon,verified,1
cap_1459,38,2024-02-09 06:38:00,1.292318,32.296952,Moringa,Uganda,unverified,1
cap_1460,498,2023-09-20 23:41:00,17.216349,-88.499622,Mahogany,Belize,verified,0
cap_1461,436,2024-09-25 21:04:00,8.454993,-13.253511,Moringa,Sierra Leone,verified,0
cap_1462,214,2024-01-21 22:06:00,12.893349,121.824259,Mahogany,Philippines,verified,1
cap_1463,189,2023-09-18 11:43:00,17.262213,-88.571741,Neem,Belize,verified,1
cap_1464,113,2023-10-02 21:41:00,-1.286727,36.899915,Mango,Kenya,verified,1
cap_1465,204,2024-04-20 16:56:00,8.460819,-13.279347,Mango,Sierra Leone,verified,1
cap_1466,429,2023-11-02 00:57:00,20.639325,78.980779,Mango,India,verified,1
cap_1467,465,2024-09-12 17:47:00,20.546338,79.001448,Moringa,India,verified,0
cap_1468,132,2023-10-21 19:31:00,20.583824,78.919709,Cashew,India,verified,0
cap_1469,51,2023-03-07 02:20:00,-1.2948,36.810097,Mahogany,Kenya,verified,1
cap_1470,493,2023-02-02 23:04:00,17.253638,-88.578952,Rhizophora mucronata (Red Mangrove),Belize,verified,0
cap_1471,338,2023-03-20 02:48:00,20.570791,78.921893,Mango,India,verified,1
cap_1472,116,2023-10-24 10:19:00,12.784335,121.767493,Avocado,Philippines,verified,1
cap_1473,357,2024-06-08 20:11:00,12.863579,121.752224,Cashew,Philippines,verified,1
cap_1474,466,2024-06-05 03:18:00,12.913495,121.882826,Acacia,Philippines,verified,1
cap_1475,142,2023-01-30 18:25:00,12.903823,121.768236,Avocado,Philippines,verified,1
cap_1476,333,2024-06-18 18:49:00,1.324486,32.280099,Rhizophora mucronata (Red Mangrove),Uganda,verified,0
cap_1477,371,2023-05-08 00:31:00,3.884803,11.416395,Neem,Cameroon,verified,1
cap_1478,341,2024-07-01 06:55:00,20.643219,78.97358,Neem,India,verified,1
cap_1479,366,2023-11-27 11:28:00,1.375609,32.287879,Mango,Uganda,verified,1
cap_1480,306,2023-08-23 22:34:00,-1.254129,36.806889,Avocado,Kenya,verified,1
cap_1481,412,2023-11-27 15:54:00,12.813089,121.780034,Neem,Philippines,verified,1
cap_1482,366,2023-08-31 23:32:00,1.394203,32.339764,Acacia,Uganda,unverified,1
cap_1483,75,2024-11-25 08:59:00,12.892345,121.71374,Mango,Philippines,verified,1
cap_1484,337,2023-11-04 15:23:00,3.909805,11.541927,Mahogany,Cameroon,verified,1
cap_1485,326,2024-07-26 04:09:00,20.608267,79.03734,Mahogany,India,verified,1
cap_1486,184,2024-09-18 14:18:00,3.869248,11.539928,Cashew,Cameroon,unverified,1
cap_1487,484,2024-01-06 11:16:00,3.907574,11.516531,Moringa,Cameroon,unverified,0
cap_1488,211,2024-02-07 10:38:00,1.374621,32.33147,Avocado,Uganda,verified,0
cap_1489,335,2023-06-27 14:06:00,20.580129,78.944474,Avocado,India,unverified,1
cap_1490,247,2024-05-26 00:12:00,3.780406,11.504955,Avocado,Cameroon,unverified,1
cap_1491,215,2023-05-10 03:12:00,-1.436135,36.762806,Avocado,Kenya,verified,1
cap_1492,198,2024-07-30 21:58:00,20.585145,79.053759,Moringa,India,verified,0
cap_1493,172,2023-06-21 19:49:00,3.888766,11.430861,Moringa,Cameroon,unverified,1
cap_1494,319,2024-11-07 05:20:00,20.494381,78.940324,Mahogany,India,verified,1
cap_1495,264,2023-12-18 20:33:00,12.918134,121.810893,Cashew,Philippines,unverified,1
cap_1496,330,2023-01-05 00:33:00,3.741271,11.429121,Cashew,Cameroon,verified,1
cap_1497,71,2023-08-07 21:40:00,3.855901,11.395021,Acacia,Cameroon,unverified,1
cap_1498,450,2024-02-08 04:49:00,17.186589,-88.507759,Acacia,Belize,verified,1
cap_1499,199,2024-02-23 20:30:00,-1.279643,36.808036,Mahogany,Kenya,verified,1
cap_1500,493,2024-05-02 21:22:00,17.152433,-88.423995,Mango,Belize,verified,1
cap_1501,23,2023-09-10 19:25:00,12.901115,121.776839,Mahogany,Philippines,verified,1
cap_1502,271,2023-01-08 18:12:00,1.427078,32.237115,Mahogany,Uganda,verified,1
cap_1503,68,2024-06-01 19:02:00,8.490954,-13.248775,Rhizophora mucronata (Red Mangrove),Sierra Leone,unverified,0
cap_1504,483,2024-01-22 06:51:00,1.378225,32.278745,Mango,Uganda,unverified,1
cap_1505,432,2023-05-20 04:59:00,12.820622,121.798945,Neem,Philippines,unverified,1
cap_1506,313,2024-04-29 22:59:00,1.451431,32.299242,Neem,Uganda,verified,1
cap_1507,307,2024-01-17 04:04:00,3.834942,11.504734,Mahogany,Cameroon,verified,0
cap_1508,76,2023-12-08 21:53:00,17.247862,-88.508575,Cashew,Belize,verified,1
cap_1509,426,2023-05-28 06:44:00,20.622793,79.05282,Mango,India,verified,0
cap_1510,90,2024-02-25 17:58:00,-1.256035,36.784493,Cashew,Kenya,verified,0
cap_1511,105,2024-01-26 10:16:00,17.235084,-88.519064,Neem,Belize,verified,1
cap_1512,299,2023-07-26 07:32:00,-1.34793,36.729218,Moringa,Kenya,verified,0
cap_1513,242,2023-06-25 14:14:00,1.43281,32.349386,Avocado,Uganda,unverified,1
cap_1514,451,2023-03-27 14:08:00,8.422544,-13.172622,Neem,Sierra Leone,verified,1
cap_1515,463,2023-01-10 08:13:00,3.859606,11.50472,Mango,Cameroon,verified,0
cap_1516,351,2023-07-20 03:58:00,3.801353,11.452718,Mahogany,Cameroon,verified,1
cap_1517,457,2023-01-08 02:31:00,20.640244,79.057346,Cashew,India,verified,1
cap_1518,432,2024-09-25 07:25:00,12.81855,121.817447,Acacia,Philippines,verified,1
cap_1519,132,2023-07-17 00:46:00,20.542909,78.975406,Acacia,India,verified,0
cap_1520,261,2023-12-06 06:51:00,8.495325,-13.230956,Neem,Sierra Leone,unverified,1
cap_1521,1,2023-01-31 10:02:00,17.208739,-88.488087,Cashew,Belize,verified,1
cap_1522,383,2023-12-31 15:22:00,8.498461,-13.255836,Rhizophora mucronata (Red Mangrove),Sierra Leone,verified,1
cap_1523,149,2023-09-16 20:12:00,8.495918,-13.236037,Mango,Sierra Leone,verified,0
cap_1524,343,2024-03-17 20:23:00,20.581723,78.999725,Moringa,India,verified,1
cap_1525,151,2023-06-26 07:28:00,8.529605,-13.244076,Avocado,Sierra Leone,unverified,1
cap_1526,301,2023-09-24 03:33:00,12.882228,121.701694,Mango,Philippines,verified,1
cap_1527,262,2024-06-23 08:31:00,20.613165,78.943348,Moringa,India,verified,1
cap_1528,205,2024-02-09 16:26:00,3.842771,11.577099,Mahogany,Cameroon,verified,1
cap_1529,166,2023-09-02 12:39:00,20.676899,78.981448,Avocado,India,verified,1
cap_1530,158,2024-05-21 12:40:00,20.493163,79.010757,Cashew,India,verified,1
cap_1531,115,2023-02-05 22:14:00,12.889303,121.83513,Acacia,Philippines,verified,0
cap_1532,78,2023-02-08 03:58:00,3.893161,11.515444,Neem,Cameroon,verified,1
cap_1533,172,2023-02-14 12:44:00,3.790506,11.538472,Avocado,Cameroon,verified,1
cap_1534,412,2024-09-13 18:57:00,12.908239,121.804224,Moringa,Philippines,verified,1
cap_1535,96,2024-10-23 09:24:00,3.813112,11.402479,Neem,Cameroon,verified,0
cap_1536,373,2024-10-08 18:08:00,17.188822,-88.513729,Mango,Belize,verified,1
cap_1537,32,2024-08-23 16:27:00,12.813037,121.814657,Avocado,Philippines,verified,1
cap_1538,87,2023-01-16 18:49:00,17.191118,-88.549333,Moringa,Belize,unverified,1
cap_1539,146,2023-02-22 18:24:00,3.893616,11.561366,Cashew,Cameroon,verified,0
cap_1540,242,2024-06-12 18:21:00,1.320398,32.30913,Mahogany,Uganda,verified,1
cap_1541,291,2023-11-13 19:28:00,-1.246144,36.764715,Acacia,Kenya,verified,0
cap_1542,136,2023-06-04 12:57:00,17.204981,-88.556797,Cashew,Belize,verified,1
cap_1543,16,2024-10-02 04:42:00,12.863312,121.815309,Moringa,Philippines,verified,0
cap_1544,9,2024-03-01 09:50:00,3.862839,11.488576,Moringa,Cameroon,verified,1
cap_1545,444,2023-04-13 10:22:00,20.605677,78.939285,Cashew,India,verified,1
cap_1546,247,2024-09-02 00:37:00,3.880309,11.46307,Rhizophora mucronata (Red Mangrove),Cameroon,verified,1
cap_1547,449,2024-07-15 13:25:00,12.911279,121.758836,Mango,Philippines,unverified,1
cap_1548,154,2024-10-15 00:45:00,17.169429,-88.533008,Moringa,Belize,verified,1
cap_1549,116,2023-09-30 06:33:00,12.864695,121.818392,Mango,Philippines,verified,0
cap_1550,58,2023-08-16 12:45:00,-1.297732,36.729335,Avocado,Kenya,unverified,0
cap_1551,66,2023-05-30 17:26:00,12.938361,121.849422,Acacia,Philippines,verified,1
cap_1552,410,2023-04-19 09:11:00,20.534261,79.019136,Rhizophora mucronata (Red Mangrove),India,unverified,1
cap_1553,456,2023-05-23 00:36:00,3.83987,11.549,Mango,Cameroon,verified,0
cap_1554,254,2023-08-18 01:17:00,3.897972,11.466582,Rhizophora mucronata (Red Mangrove),Cameroon,verified,1
cap_1555,109,2023-12-29 23:21:00,12.903412,121.759293,Acacia,Philippines,verified,0
cap_1556,335,2024-07-24 05:07:00,20.550699,79.002428,Mahogany,India,unverified,0
cap_1557,119,2023-09-08 05:23:00,-1.210294,36.904318,Neem,Kenya,verified,1
cap_1558,316,2023-08-25 16:17:00,8.511879,-13.258624,Rhizophora mucronata (Red Mangrove),Sierra Leone,unverified,1
cap_1559,246,2024-03-07 23:47:00,20.580852,79.007979,Mahogany,India,verified,1
cap_1560,219,2023-02-08 03:28:00,17.172293,-88.533789,Mahogany,Belize,verified,0
cap_1561,387,2023-03-20 07:13:00,1.360333,32.33484,Neem,Uganda,verified,0
cap_1562,87,2023-08-20 15:09:00,17.186455,-88.516758,Acacia,Belize,verified,1
cap_1563,28,2023-06-16 04:43:00,-1.260278,36.80585,Cashew,Kenya,verified,1
cap_1564,137,2023-04-27 16:22:00,17.205758,-88.508061,Neem,Belize,verified,1
cap_1565,80,2023-04-26 16:02:00,17.174577,-88.44535,Acacia,Belize,unverified,0
cap_1566,335,2024-08-05 02:35:00,20.514633,78.970962,Mahogany,India,verified,1
cap_1567,465,2023-04-27 05:30:00,20.510119,79.034507,Cashew,India,verified,1
cap_1568,483,2023-08-10 19:56:00,1.312591,32.330273,Acacia,Uganda,verified,0
cap_1569,309,2023-08-21 05:31:00,-1.309047,36.835666,Mahogany,Kenya,verified,0
cap_1570,161,2024-06-16 14:56:00,3.844732,11.450579,Rhizophora mucronata (Red Mangrove),Cameroon,unverified,1
cap_1571,380,2023-02-01 03:05:00,3.902365,11.501943,Mahogany,Cameroon,unverified,1
cap_1572,250,2024-11-13 17:05:00,17.126857,-88.561476,Mango,Belize,unverified,1
cap_1573,499,2024-08-05 04:44:00,-1.348804,36.801402,Avocado,Kenya,unverified,1
cap_1574,228,2023-01-31 02:41:00,3.853238,11.593379,Mango,Cameroon,verified,1
cap_1575,378,2024-05-18 12:00:00,8.399676,-13.269799,Acacia,Sierra Leone,verified,1
cap_1576,70,2024-09-11 12:33:00,1.423108,32.273824,Avocado,Uganda,verified,0
cap_1577,216,2023-11-23 16:09:00,-1.31984,36.719897,Mango,Kenya,verified,0
cap_1578,129,2023-05-13 22:42:00,20.63377,78.883014,Acacia,India,verified,0
cap_1579,369,2023-01-09 04:03:00,-1.204043,36.84688,Mahogany,Kenya,verified,1
cap_1580,393,2024-09-20 14:11:00,20.644806,78.969842,Cashew,India,verified,1
cap_1581,149,2024-01-09 08:37:00,8.383841,-13.256571,Acacia,Sierra Leone,verified,1
cap_1582,42,2023-02-16 01:24:00,12.879919,121.761142,Mahogany,Philippines,verified,1
cap_1583,199,2023-09-09 15:25:00,-1.331285,36.889247,Moringa,Kenya,verified,1
cap_1584,413,2024-06-09 15:30:00,3.862219,11.528362,Acacia,Cameroon,verified,1
cap_1585,90,2023-06-12 21:05:00,-1.274359,36.848688,Avocado,Kenya,verified,1
cap_1586,142,2023-12-31 02:29:00,12.864826,121.869717,Cashew,Philippines,verified,1
cap_1587,69,2023-08-29 00:29:00,17.203632,-88.482889,Avocado,Belize,verified,1
cap_1588,437,2023-04-17 06:18:00,20.64525,78.941123,Mango,India,verified,1
cap_1589,484,2024-08-20 13:18:00,3.819932,11.558429,Moringa,Cameroon,verified,1
cap_1590,355,2023-08-05 14:26:00,1.3592,32.306698,Mahogany,Uganda,verified,1
cap_1591,320,2024-02-19 09:58:00,20.547574,78.8794,Cashew,India,unverified,1
cap_1592,25,2024-11-06 06:51:00,3.84554,11.580515,Cashew,Cameroon,verified,1
cap_1593,136,2023-01-01 06:20:00,17.20272,-88.475774,Neem,Belize,verified,1
cap_1594,294,2023-02-01 01:57:00,8.490396,-13.205747,Cashew,Sierra Leone,verified,1
cap_1595,235,2024-04-17 01:53:00,12.906259,121.653486,Moringa,Philippines,verified,1
cap_1596,339,2024-08-27 09:21:00,20.552896,78.967004,Neem,India,unverified,1
cap_1597,266,2023-08-24 11:10:00,3.916872,11.490608,Neem,Cameroon,unverified,1
cap_1598,314,2024-09-05 09:22:00,3.881131,11.532611,Acacia,Cameroon,unverified,0
cap_1599,307,2023-07-04 02:24:00,3.866207,11.52509,Cashew,Cameroon,verified,1
cap_1600,14,2024-09-28 16:01:00,3.756872,11.554016,Mango,Cameroon,verified,1
cap_1601,9,2023-12-24 06:17:00,3.807598,11.548401,Acacia,Cameroon,verified,1
cap_1602,103,2024-07-02 13:03:00,17.273561,-88.518956,Neem,Belize,verified,1
cap_1603,282,2024-03-30 22:33:00,-1.366277,36.943562,Avocado,Kenya,verified,1
cap_1604,350,2024-04-10 13:43:00,12.903959,121.777251,Avocado,Philippines,verified,1
cap_1605,290,2024-11-27 11:56:00,3.809674,11.58386,Rhizophora mucronata (Red Mangrove),Cameroon,verified,1
cap_1606,450,2024-05-20 20:12:00,17.136698,-88.457876,Acacia,Belize,verified,0
cap_1607,458,2024-04-19 10:17:00,12.90479,121.746404,Rhizophora mucronata (Red Mangrove),Philippines,verified,0
cap_1608,162,2024-04-13 00:20:00,8.330269,-13.234653,Moringa,Sierra Leone,verified,0
cap_1609,466,2023-09-14 19:51:00,12.876308,121.808321,Rhizophora mucronata (Red Mangrove),Philippines,verified,1
cap_1610,15,2024-01-23 12:36:00,1.374355,32.239611,Rhizophora mucronata (Red Mangrove),Uganda,verified,1
cap_1611,201,2023-05-07 02:54:00,20.659046,78.961757,Mahogany,India,unverified,1
cap_1612,452,2023-06-20 17:54:00,12.84638,121.786825,Cashew,Philippines,verified,1
cap_1613,80,2023-06-04 08:27:00,17.253112,-88.450479,Rhizophora mucronata (Red Mangrove),Belize,verified,1
cap_1614,336,2023-10-31 15:03:00,20.575871,78.938867,Avocado,India,verified,1
cap_1615,5,2024-06-08 15:04:00,20.524735,78.933059,Rhizophora mucronata (Red Mangrove),India,verified,1
cap_1616,92,2023-04-18 13:20:00,12.853595,121.783824,Acacia,Philippines,verified,1
cap_1617,320,2024-10-18 22:59:00,20.569382,78.887249,Mahogany,India,verified,1
cap_1618,315,2024-06-06 01:45:00,-1.236094,36.815689,Mango,Kenya,verified,0
cap_1619,196,2024-02-28 07:50:00,8.424218,-13.182129,Mahogany,Sierra Leone,unverified,1
cap_1620,260,2023-10-12 08:03:00,1.414498,32.416581,Moringa,Uganda,verified,1
cap_1621,379,2024-11-14 15:43:00,20.641756,78.919674,Acacia,India,verified,1
cap_1622,322,2024-11-01 01:39:00,-1.322948,36.761707,Neem,Kenya,unverified,0
cap_1623,166,2023-07-02 09:56:00,20.631246,78.968726,Neem,India,verified,0
